QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberWaiting,NumberWaitingQF,Available,AvailableQF,Unavailable,UnavailableQF,MedicalTotal,MedicalTotalQF,MedicalOtherMedicalCondition,MedicalOtherMedicalConditionQF,MedicalIndefinitelyUnavailable,MedicalIndefinitelyUnavailableQF,MedicalOther,MedicalOtherQF,PatientAdvisedTotal,PatientAdvisedTotalQF,PatientAdvisedHoliday,PatientAdvisedHolidayQF,PatientAdvisedPersonalCommitment,PatientAdvisedPersonalCommitmentQF,PatientAdvisedWorkCommitment,PatientAdvisedWorkCommitmentQF,PatientAdvisedCarerCommitment,PatientAdvisedCarerCommitmentQF,PatientAdvisedAcademicCommitment,PatientAdvisedAcademicCommitmentQF,PatientAdvisedJuryDuty,PatientAdvisedJuryDutyQF,PatientAdvisedWeather,PatientAdvisedWeatherQF,PatientAdvisedIndefinitelyUnavailable,PatientAdvisedIndefinitelyUnavailableQF,PatientAdvisedOther,PatientAdvisedOtherQF,PatientRequestedTotal,PatientRequestedTotalQF,PatientRequestedNamedConsultant,PatientRequestedNamedConsultantQF,PatientRequestedTreatedLocalHealthBoard,PatientRequestedTreatedLocalHealthBoardQF,SuspensionExceptionalCircumstances,SuspensionExceptionalCircumstancesQF,PFBUnavailability,PFBUnavailabilityQF
20170630,S08000019,,Inpatient/Day case,Z9,d,3238,,2904,,334,,55,,55,,0,,0,,275,,112,,137,,21,,3,,2,,0,,0,,0,,0,,4,,4,,0,,0,,0,
20170930,S08000019,,Inpatient/Day case,Z9,d,3412,,3181,,231,,50,,50,,0,,0,,175,,78,,76,,18,,3,,0,,0,,0,,0,,0,,6,,6,,0,,0,,0,
20171231,S08000019,,Inpatient/Day case,Z9,d,3468,,3260,,208,,51,,51,,0,,0,,156,,39,,94,,20,,3,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20180331,S08000019,,Inpatient/Day case,Z9,d,3481,,3316,,165,,39,,39,,0,,0,,121,,49,,59,,9,,2,,2,,0,,0,,0,,0,,5,,5,,0,,0,,0,
20180630,S08000019,,Inpatient/Day case,Z9,d,3305,,3018,,287,,49,,49,,0,,0,,233,,123,,98,,9,,3,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,
20180930,S08000019,,Inpatient/Day case,Z9,d,3251,,3013,,238,,53,,53,,0,,0,,183,,68,,95,,17,,2,,1,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20181231,S08000019,,Inpatient/Day case,Z9,d,3194,,2972,,222,,67,,67,,0,,0,,153,,36,,99,,16,,1,,1,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20190331,S08000019,,Inpatient/Day case,Z9,d,3020,,2821,,199,,68,,68,,0,,0,,128,,50,,61,,10,,4,,3,,0,,0,,0,,0,,3,,3,,0,,0,,0,
20190630,S08000019,,Inpatient/Day case,Z9,d,2882,,2611,,271,,73,,73,,0,,0,,195,,93,,69,,23,,6,,4,,0,,0,,0,,0,,3,,3,,0,,0,,0,
20190930,S08000019,,Inpatient/Day case,Z9,d,2673,,2437,,236,,52,,52,,0,,0,,183,,72,,81,,18,,8,,4,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20191231,S08000019,,Inpatient/Day case,Z9,d,3006,,2770,,236,,69,,69,,0,,0,,167,,40,,101,,20,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000019,,Inpatient/Day case,Z9,d,2900,,2694,,206,,58,,58,,0,,0,,147,,33,,94,,15,,4,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20200630,S08000019,,Inpatient/Day case,Z9,d,3242,,3189,,53,,15,,15,,0,,0,,36,,12,,17,,2,,5,,0,,0,,0,,0,,0,,1,,1,,0,,1,,0,
20200930,S08000019,,Inpatient/Day case,Z9,d,2970,,2851,,119,,42,,42,,0,,0,,77,,8,,46,,16,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000019,,Inpatient/Day case,Z9,d,2818,,2637,,181,,41,,41,,0,,0,,131,,2,,96,,23,,6,,4,,0,,0,,0,,0,,1,,1,,0,,8,,0,
20210331,S08000019,,Inpatient/Day case,Z9,d,3237,,3064,,173,,48,,48,,0,,0,,91,,0,,46,,29,,11,,3,,0,,0,,0,,2,,2,,2,,0,,32,,0,
20210630,S08000019,,Inpatient/Day case,Z9,d,3021,,2770,,251,,89,,89,,0,,0,,155,,27,,98,,23,,7,,0,,0,,0,,0,,0,,0,,0,,0,,7,,0,
20210930,S08000019,,Inpatient/Day case,Z9,d,3243,,3037,,206,,101,,101,,0,,0,,104,,11,,66,,23,,2,,2,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20211231,S08000019,,Inpatient/Day case,Z9,d,3212,,2928,,284,,93,,93,,0,,0,,176,,19,,124,,29,,3,,1,,0,,0,,0,,0,,0,,0,,0,,15,,0,
20220331,S08000019,,Inpatient/Day case,Z9,d,3999,,3611,,388,,148,,148,,0,,0,,170,,36,,111,,16,,4,,3,,0,,0,,0,,0,,1,,0,,1,,69,,0,
20121231,S08000020,,Inpatient/Day case,Z9,d,4950,,3751,,1199,,252,,108,,6,,138,,522,,55,,128,,36,,7,,11,,0,,0,,22,,263,,424,,66,,358,,0,,1,
20130331,S08000020,,Inpatient/Day case,Z9,d,5771,,4225,,1546,,287,,255,,14,,18,,383,,93,,152,,73,,9,,25,,0,,0,,6,,25,,875,,218,,657,,0,,1,
20130630,S08000020,,Inpatient/Day case,Z9,d,6064,,4142,,1922,,335,,324,,11,,0,,598,,202,,258,,92,,18,,20,,0,,0,,8,,0,,986,,293,,693,,0,,3,
20130930,S08000020,,Inpatient/Day case,Z9,d,6376,,4303,,2073,,320,,304,,16,,0,,625,,206,,264,,122,,11,,16,,0,,0,,5,,1,,1128,,328,,800,,0,,0,
20131231,S08000020,,Inpatient/Day case,Z9,d,6782,,4511,,2271,,387,,380,,7,,0,,623,,126,,360,,109,,12,,14,,0,,0,,2,,0,,1256,,270,,986,,0,,5,
20140331,S08000020,,Inpatient/Day case,Z9,d,6626,,4816,,1810,,368,,367,,1,,0,,471,,117,,239,,75,,7,,33,,0,,0,,0,,0,,970,,240,,730,,0,,1,
20140630,S08000020,,Inpatient/Day case,Z9,d,6431,,4683,,1748,,322,,322,,0,,0,,616,,203,,312,,72,,10,,19,,0,,0,,0,,0,,808,,223,,585,,0,,2,
20140930,S08000020,,Inpatient/Day case,Z9,d,5867,,4385,,1482,,327,,327,,0,,0,,542,,154,,290,,72,,9,,17,,0,,0,,0,,0,,613,,201,,412,,0,,0,
20141231,S08000020,,Inpatient/Day case,Z9,d,6272,,4704,,1568,,346,,346,,0,,0,,617,,116,,377,,93,,12,,19,,0,,0,,0,,0,,604,,197,,407,,0,,1,
20150331,S08000020,,Inpatient/Day case,Z9,d,6454,,5021,,1433,,339,,339,,0,,0,,469,,104,,252,,63,,10,,40,,0,,0,,0,,0,,624,,188,,436,,0,,1,
20150630,S08000020,,Inpatient/Day case,Z9,d,6494,,5132,,1362,,307,,307,,0,,0,,659,,220,,338,,73,,11,,16,,0,,0,,0,,1,,395,,119,,276,,0,,1,
20150930,S08000020,,Inpatient/Day case,Z9,d,6452,,5165,,1287,,276,,276,,0,,0,,562,,165,,298,,86,,6,,7,,0,,0,,0,,0,,448,,107,,341,,0,,1,
20151231,S08000020,,Inpatient/Day case,Z9,d,6172,,4832,,1340,,284,,284,,0,,0,,576,,101,,368,,90,,7,,9,,0,,0,,0,,1,,480,,103,,377,,0,,0,
20160331,S08000020,,Inpatient/Day case,Z9,d,6084,,5049,,1035,,243,,243,,0,,0,,428,,119,,216,,74,,7,,11,,0,,0,,0,,1,,362,,89,,273,,0,,2,
20160630,S08000020,,Inpatient/Day case,Z9,d,6013,,5264,,749,,181,,181,,0,,0,,514,,186,,262,,58,,6,,2,,0,,0,,0,,0,,54,,42,,12,,0,,0,
20160930,S08000020,,Inpatient/Day case,Z9,d,6200,,5568,,632,,145,,145,,0,,0,,480,,164,,234,,69,,11,,2,,0,,0,,0,,0,,7,,7,,0,,0,,0,
20161231,S08000020,,Inpatient/Day case,Z9,d,6521,,5971,,550,,129,,129,,0,,0,,416,,95,,244,,63,,4,,10,,0,,0,,0,,0,,5,,4,,1,,0,,0,
20170331,S08000020,,Inpatient/Day case,Z9,d,7491,,7020,,471,,116,,116,,0,,0,,349,,107,,183,,46,,2,,11,,0,,0,,0,,0,,6,,4,,2,,0,,0,
20170630,S08000020,,Inpatient/Day case,Z9,d,7472,,6934,,538,,110,,110,,0,,0,,425,,158,,203,,46,,6,,12,,0,,0,,0,,0,,3,,2,,1,,0,,0,
20170930,S08000020,,Inpatient/Day case,Z9,d,7725,,7274,,451,,106,,106,,0,,0,,344,,124,,155,,52,,6,,7,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20171231,S08000020,,Inpatient/Day case,Z9,d,8810,,8430,,380,,94,,94,,0,,0,,282,,76,,158,,41,,6,,1,,0,,0,,0,,0,,4,,3,,1,,0,,0,
20180331,S08000020,,Inpatient/Day case,Z9,d,9594,,9191,,403,,140,,140,,0,,0,,261,,70,,139,,38,,2,,12,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20180630,S08000020,,Inpatient/Day case,Z9,d,9709,,9126,,583,,137,,137,,0,,0,,446,,165,,219,,48,,4,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000020,,Inpatient/Day case,Z9,d,9488,,9004,,484,,86,,86,,0,,0,,397,,156,,177,,51,,5,,7,,1,,0,,0,,0,,1,,1,,0,,0,,0,
20181231,S08000020,,Inpatient/Day case,Z9,d,9732,,9300,,432,,106,,106,,0,,0,,324,,90,,173,,52,,6,,3,,0,,0,,0,,0,,1,,1,,0,,0,,1,
20190331,S08000020,,Inpatient/Day case,Z9,d,8981,,8547,,434,,139,,139,,0,,0,,293,,101,,136,,41,,5,,10,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20190630,S08000020,,Inpatient/Day case,Z9,d,8498,,8039,,459,,124,,124,,0,,0,,334,,136,,149,,35,,7,,7,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20190930,S08000020,,Inpatient/Day case,Z9,d,8687,,8209,,478,,126,,126,,0,,0,,348,,130,,153,,56,,6,,3,,0,,0,,0,,0,,4,,4,,0,,0,,0,
20191231,S08000020,,Inpatient/Day case,Z9,d,9287,,8807,,480,,118,,118,,0,,0,,361,,70,,227,,50,,11,,3,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20200331,S08000020,,Inpatient/Day case,Z9,d,9380,,9042,,338,,106,,106,,0,,0,,226,,42,,139,,29,,4,,12,,0,,0,,0,,0,,1,,1,,0,,5,,0,
20200630,S08000020,,Inpatient/Day case,Z9,d,9925,,9821,,104,,18,,18,,0,,0,,65,,17,,33,,14,,1,,0,,0,,0,,0,,0,,0,,0,,0,,21,,0,
20200930,S08000020,,Inpatient/Day case,Z9,d,10417,,10291,,126,,41,,41,,0,,0,,71,,17,,36,,15,,2,,1,,0,,0,,0,,0,,0,,0,,0,,14,,0,
20201231,S08000020,,Inpatient/Day case,Z9,d,10241,,9991,,250,,101,,101,,0,,0,,132,,4,,97,,25,,4,,2,,0,,0,,0,,0,,0,,0,,0,,17,,0,
20210331,S08000020,,Inpatient/Day case,Z9,d,10990,,10826,,164,,92,,92,,0,,0,,62,,2,,50,,8,,1,,1,,0,,0,,0,,0,,1,,1,,0,,9,,0,
20210630,S08000020,,Inpatient/Day case,Z9,d,11148,,10905,,243,,125,,125,,0,,0,,114,,19,,57,,27,,8,,2,,1,,0,,0,,0,,0,,0,,0,,4,,0,
20210930,S08000020,,Inpatient/Day case,Z9,d,12483,,12263,,220,,113,,113,,0,,0,,107,,19,,58,,21,,7,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20211231,S08000020,,Inpatient/Day case,Z9,d,14218,,13986,,232,,107,,107,,0,,0,,124,,19,,97,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20220331,S08000020,,Inpatient/Day case,Z9,d,15530,,15246,,284,,137,,137,,0,,0,,138,,39,,72,,19,,3,,5,,0,,0,,0,,0,,0,,0,,0,,9,,0,
20121231,S08000032,,Inpatient/Day case,Z9,d,3664,,2985,,679,,329,,5,,0,,324,,343,,1,,2,,1,,0,,0,,0,,0,,0,,339,,0,,0,,0,,0,,7,
20130331,S08000032,,Inpatient/Day case,Z9,d,3899,,3358,,541,,302,,4,,0,,298,,235,,1,,3,,0,,0,,0,,0,,0,,0,,231,,0,,0,,0,,0,,4,
20130630,S08000032,,Inpatient/Day case,Z9,d,4129,,3331,,798,,275,,13,,0,,262,,514,,10,,6,,2,,1,,0,,0,,0,,0,,495,,2,,1,,1,,0,,7,
20130930,S08000032,,Inpatient/Day case,Z9,d,4686,,3998,,688,,282,,74,,0,,208,,392,,16,,18,,5,,1,,0,,1,,0,,0,,351,,5,,1,,4,,0,,9,
20131231,S08000032,,Inpatient/Day case,Z9,d,4330,,3550,,780,,338,,238,,0,,100,,384,,52,,137,,39,,1,,1,,0,,0,,0,,154,,43,,33,,10,,0,,15,
20140331,S08000032,,Inpatient/Day case,Z9,d,4656,,4026,,630,,284,,284,,0,,0,,297,,81,,150,,50,,5,,11,,0,,0,,0,,0,,48,,42,,6,,0,,1,
20140630,S08000032,,Inpatient/Day case,Z9,d,4863,,3963,,900,,285,,285,,0,,0,,529,,298,,181,,42,,3,,5,,0,,0,,0,,0,,86,,67,,19,,0,,0,
20140930,S08000032,,Inpatient/Day case,Z9,d,4929,,4237,,692,,258,,258,,0,,0,,352,,139,,159,,46,,2,,5,,1,,0,,0,,0,,82,,73,,9,,0,,0,
20141231,S08000032,,Inpatient/Day case,Z9,d,5135,,4172,,963,,335,,335,,0,,0,,490,,83,,324,,73,,3,,7,,0,,0,,0,,0,,138,,116,,22,,0,,0,
20150331,S08000032,,Inpatient/Day case,Z9,d,5325,,4537,,788,,338,,338,,0,,0,,395,,130,,213,,36,,4,,12,,0,,0,,0,,0,,55,,41,,14,,0,,0,
20150630,S08000032,,Inpatient/Day case,Z9,d,5488,,4468,,1020,,350,,350,,0,,0,,574,,299,,214,,52,,5,,3,,1,,0,,0,,0,,96,,62,,34,,0,,0,
20150930,S08000032,,Inpatient/Day case,Z9,d,5545,,4638,,907,,332,,332,,0,,0,,427,,149,,218,,51,,3,,6,,0,,0,,0,,0,,147,,91,,56,,0,,1,
20151231,S08000032,,Inpatient/Day case,Z9,d,6175,,5171,,1004,,371,,371,,0,,0,,439,,90,,296,,42,,8,,3,,0,,0,,0,,0,,193,,156,,37,,0,,1,
20160331,S08000032,,Inpatient/Day case,Z9,d,6557,,5738,,819,,373,,373,,0,,0,,315,,94,,184,,29,,1,,7,,0,,0,,0,,0,,128,,107,,21,,0,,3,
20160630,S08000032,,Inpatient/Day case,Z9,d,6443,,5360,,1083,,355,,355,,0,,0,,647,,359,,252,,27,,2,,6,,1,,0,,0,,0,,81,,66,,15,,0,,0,
20160930,S08000032,,Inpatient/Day case,Z9,d,6389,,5720,,669,,280,,280,,0,,0,,342,,150,,147,,35,,3,,7,,0,,0,,0,,0,,46,,39,,7,,0,,1,
20161231,S08000032,,Inpatient/Day case,Z9,d,6536,,5769,,767,,295,,295,,0,,0,,399,,98,,257,,40,,2,,1,,1,,0,,0,,0,,69,,67,,2,,0,,4,
20170331,S08000032,,Inpatient/Day case,Z9,d,6815,,6070,,745,,307,,307,,0,,0,,388,,121,,229,,18,,4,,16,,0,,0,,0,,0,,48,,45,,3,,0,,2,
20170630,S08000032,,Inpatient/Day case,Z9,d,6728,,5923,,805,,278,,278,,0,,0,,522,,297,,185,,37,,1,,2,,0,,0,,0,,0,,4,,4,,0,,0,,1,
20170930,S08000032,,Inpatient/Day case,Z9,d,6853,,6194,,659,,272,,272,,0,,0,,381,,165,,166,,48,,2,,0,,0,,0,,0,,0,,6,,4,,2,,0,,0,
20171231,S08000032,,Inpatient/Day case,Z9,d,6865,,6124,,741,,343,,343,,0,,0,,391,,99,,230,,53,,3,,6,,0,,0,,0,,0,,7,,7,,0,,0,,0,
20180331,S08000032,,Inpatient/Day case,Z9,d,6731,,6112,,619,,251,,251,,0,,0,,342,,101,,191,,41,,6,,3,,0,,0,,0,,0,,25,,21,,4,,0,,1,
20180630,S08000032,,Inpatient/Day case,Z9,d,7081,,6256,,825,,280,,280,,0,,0,,532,,308,,195,,27,,0,,2,,0,,0,,0,,0,,13,,11,,2,,0,,0,
20180930,S08000032,,Inpatient/Day case,Z9,d,7848,,7154,,694,,306,,306,,0,,0,,380,,206,,137,,32,,1,,4,,0,,0,,0,,0,,6,,5,,1,,0,,2,
20181231,S08000032,,Inpatient/Day case,Z9,d,7502,,6689,,813,,341,,341,,0,,0,,440,,125,,255,,56,,2,,2,,0,,0,,0,,0,,32,,29,,3,,0,,0,
20190331,S08000032,,Inpatient/Day case,Z9,d,6601,,5899,,702,,314,,314,,0,,0,,364,,109,,214,,30,,2,,9,,0,,0,,0,,0,,23,,19,,4,,0,,1,
20190630,S08000032,,Inpatient/Day case,Z9,d,6737,,5847,,890,,281,,281,,0,,0,,599,,325,,239,,26,,6,,3,,0,,0,,0,,0,,10,,9,,1,,0,,0,
20190930,S08000032,,Inpatient/Day case,Z9,d,6722,,5974,,748,,275,,275,,0,,0,,465,,215,,193,,50,,2,,5,,0,,0,,0,,0,,8,,7,,1,,0,,0,
20191231,S08000032,,Inpatient/Day case,Z9,d,7061,,6345,,716,,281,,281,,0,,0,,430,,137,,247,,40,,4,,1,,1,,0,,0,,0,,5,,2,,3,,0,,0,
20200331,S08000032,,Inpatient/Day case,Z9,d,7020,,6664,,356,,163,,163,,0,,0,,175,,61,,94,,15,,0,,5,,0,,0,,0,,0,,18,,15,,3,,0,,0,
20200630,S08000032,,Inpatient/Day case,Z9,d,7319,,7267,,52,,12,,12,,0,,0,,40,,20,,18,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000032,,Inpatient/Day case,Z9,d,7502,,7352,,150,,47,,47,,0,,0,,54,,8,,32,,13,,1,,0,,0,,0,,0,,0,,0,,0,,0,,49,,0,
20201231,S08000032,,Inpatient/Day case,Z9,d,8363,,8105,,258,,103,,103,,0,,0,,96,,5,,70,,20,,1,,0,,0,,0,,0,,0,,1,,1,,0,,58,,0,
20210331,S08000032,,Inpatient/Day case,Z9,d,9486,,9365,,121,,67,,67,,0,,0,,37,,1,,30,,4,,1,,1,,0,,0,,0,,0,,3,,3,,0,,14,,0,
20210630,S08000032,,Inpatient/Day case,Z9,d,9663,,9408,,255,,111,,111,,0,,0,,141,,34,,86,,20,,1,,0,,0,,0,,0,,0,,1,,1,,0,,2,,0,
20210930,S08000032,,Inpatient/Day case,Z9,d,10026,,9797,,229,,121,,121,,0,,0,,93,,43,,35,,14,,1,,0,,0,,0,,0,,0,,1,,1,,0,,14,,0,
20211231,S08000032,,Inpatient/Day case,Z9,d,11529,,11314,,215,,117,,117,,0,,0,,85,,19,,55,,10,,1,,0,,0,,0,,0,,0,,8,,8,,0,,5,,0,
20220331,S08000032,,Inpatient/Day case,Z9,d,12456,,12109,,347,,211,,211,,0,,0,,109,,39,,57,,12,,0,,1,,0,,0,,0,,0,,6,,6,,0,,21,,0,
20121231,S08000024,,Inpatient/Day case,Z9,d,7839,,6994,,845,,284,,54,,8,,222,,559,,16,,36,,15,,6,,7,,0,,0,,11,,468,,2,,2,,0,,0,,0,
20130331,S08000024,,Inpatient/Day case,Z9,d,8856,,7896,,960,,337,,241,,28,,68,,609,,111,,231,,63,,15,,47,,0,,0,,21,,121,,14,,7,,7,,0,,0,
20130630,S08000024,,Inpatient/Day case,Z9,d,9270,,7878,,1392,,338,,310,,28,,0,,1039,,385,,490,,79,,28,,27,,1,,0,,29,,0,,15,,12,,3,,0,,0,
20130930,S08000024,,Inpatient/Day case,Z9,d,9856,,8667,,1189,,312,,296,,16,,0,,858,,222,,448,,132,,31,,14,,0,,0,,11,,0,,19,,17,,2,,0,,0,
20131231,S08000024,,Inpatient/Day case,Z9,d,10077,,8805,,1272,,361,,343,,18,,0,,859,,138,,547,,123,,21,,18,,0,,0,,12,,0,,52,,18,,34,,0,,0,
20140331,S08000024,,Inpatient/Day case,Z9,d,9557,,8402,,1155,,320,,315,,5,,0,,779,,167,,426,,107,,19,,51,,0,,0,,9,,0,,56,,27,,29,,0,,0,
20140630,S08000024,,Inpatient/Day case,Z9,d,9244,,7887,,1357,,261,,253,,8,,0,,1075,,369,,552,,115,,17,,17,,0,,0,,5,,0,,21,,16,,5,,0,,0,
20140930,S08000024,,Inpatient/Day case,Z9,d,9715,,8600,,1115,,258,,252,,6,,0,,817,,235,,452,,100,,11,,15,,0,,0,,4,,0,,40,,22,,18,,0,,0,
20141231,S08000024,,Inpatient/Day case,Z9,d,9521,,8342,,1179,,343,,339,,4,,0,,800,,144,,511,,117,,16,,10,,0,,0,,2,,0,,36,,18,,18,,0,,0,
20150331,S08000024,,Inpatient/Day case,Z9,d,9110,,8139,,971,,321,,320,,1,,0,,603,,153,,319,,88,,8,,35,,0,,0,,0,,0,,47,,17,,30,,0,,0,
20150630,S08000024,,Inpatient/Day case,Z9,d,8619,,7400,,1219,,288,,287,,1,,0,,888,,387,,392,,84,,10,,13,,0,,0,,2,,0,,43,,21,,22,,0,,0,
20150930,S08000024,,Inpatient/Day case,Z9,d,8722,,7791,,931,,231,,230,,1,,0,,665,,210,,356,,76,,7,,12,,0,,0,,4,,0,,35,,24,,11,,0,,0,
20151231,S08000024,,Inpatient/Day case,Z9,d,9104,,8032,,1072,,294,,286,,8,,0,,755,,171,,463,,97,,10,,12,,0,,0,,2,,0,,23,,19,,4,,0,,0,
20160331,S08000024,,Inpatient/Day case,Z9,d,8882,,8019,,863,,295,,292,,3,,0,,527,,155,,269,,67,,12,,19,,1,,0,,4,,0,,41,,22,,19,,0,,0,
20160630,S08000024,,Inpatient/Day case,Z9,d,8790,,7607,,1183,,249,,249,,0,,0,,902,,368,,459,,55,,7,,12,,0,,0,,1,,0,,32,,28,,4,,0,,0,
20160930,S08000024,,Inpatient/Day case,Z9,d,9220,,8330,,890,,180,,179,,1,,0,,674,,226,,355,,77,,4,,12,,0,,0,,0,,0,,36,,31,,5,,0,,0,
20161231,S08000024,,Inpatient/Day case,Z9,d,9377,,8398,,979,,151,,151,,0,,0,,757,,178,,478,,85,,10,,6,,0,,0,,0,,0,,71,,22,,49,,0,,0,
20170331,S08000024,,Inpatient/Day case,Z9,d,9823,,9007,,816,,172,,172,,0,,0,,579,,179,,320,,54,,1,,24,,0,,0,,1,,0,,65,,32,,33,,0,,0,
20170630,S08000024,,Inpatient/Day case,Z9,d,9386,,8319,,1067,,171,,169,,2,,0,,806,,325,,376,,77,,18,,9,,0,,0,,1,,0,,90,,46,,44,,0,,0,
20170930,S08000024,,Inpatient/Day case,Z9,d,9101,,8214,,887,,159,,154,,5,,0,,667,,219,,358,,73,,9,,8,,0,,0,,0,,0,,61,,19,,42,,0,,0,
20171231,S08000024,,Inpatient/Day case,Z9,d,9769,,8905,,864,,137,,136,,1,,0,,706,,144,,465,,78,,10,,7,,0,,0,,2,,0,,21,,7,,14,,0,,0,
20180331,S08000024,,Inpatient/Day case,Z9,d,10698,,9993,,705,,136,,133,,3,,0,,540,,143,,303,,61,,15,,16,,1,,0,,1,,0,,29,,14,,15,,0,,0,
20180630,S08000024,,Inpatient/Day case,Z9,d,10641,,9625,,1016,,166,,166,,0,,0,,839,,342,,399,,72,,17,,9,,0,,0,,0,,0,,11,,4,,7,,0,,0,
20180930,S08000024,,Inpatient/Day case,Z9,d,10466,,9710,,756,,156,,154,,2,,0,,594,,199,,310,,74,,8,,3,,0,,0,,0,,0,,6,,5,,1,,0,,0,
20181231,S08000024,,Inpatient/Day case,Z9,d,10981,,10118,,863,,125,,124,,1,,0,,724,,149,,473,,84,,13,,5,,0,,0,,0,,0,,14,,14,,0,,0,,0,
20190331,S08000024,,Inpatient/Day case,Z9,d,11512,,10819,,693,,150,,150,,0,,0,,536,,117,,316,,71,,8,,24,,0,,0,,0,,0,,7,,7,,0,,0,,0,
20190630,S08000024,,Inpatient/Day case,Z9,d,10962,,9920,,1042,,133,,133,,0,,0,,902,,336,,477,,75,,10,,4,,0,,0,,0,,0,,7,,7,,0,,0,,0,
20190930,S08000024,,Inpatient/Day case,Z9,d,11204,,10272,,932,,148,,147,,1,,0,,763,,230,,429,,86,,11,,7,,0,,0,,0,,0,,21,,19,,2,,0,,0,
20191231,S08000024,,Inpatient/Day case,Z9,d,11620,,10612,,1008,,192,,192,,0,,0,,813,,141,,559,,102,,5,,5,,1,,0,,0,,0,,3,,0,,3,,0,,0,
20200331,S08000024,,Inpatient/Day case,Z9,d,11725,,11187,,538,,143,,141,,2,,0,,391,,88,,240,,44,,8,,11,,0,,0,,0,,0,,4,,2,,2,,0,,0,
20200630,S08000024,,Inpatient/Day case,Z9,d,13436,,13350,,86,,19,,19,,0,,0,,58,,15,,32,,9,,0,,2,,0,,0,,0,,0,,0,,0,,0,,9,,0,
20200930,S08000024,,Inpatient/Day case,Z9,d,14289,,14022,,267,,58,,57,,1,,0,,175,,30,,106,,34,,3,,2,,0,,0,,0,,0,,1,,0,,1,,33,,0,
20201231,S08000024,,Inpatient/Day case,Z9,d,14258,,13671,,587,,85,,84,,1,,0,,338,,10,,266,,53,,4,,5,,0,,0,,0,,0,,0,,0,,0,,164,,0,
20210331,S08000024,,Inpatient/Day case,Z9,d,14851,,14415,,436,,96,,96,,0,,0,,189,,2,,132,,39,,7,,9,,0,,0,,0,,0,,1,,1,,0,,150,,0,
20210630,S08000024,,Inpatient/Day case,Z9,d,15960,,15455,,505,,110,,109,,1,,0,,367,,67,,226,,58,,9,,6,,0,,0,,1,,0,,0,,0,,0,,28,,0,
20210930,S08000024,,Inpatient/Day case,Z9,d,17974,,17638,,336,,86,,86,,0,,0,,234,,57,,134,,38,,5,,0,,0,,0,,0,,0,,1,,1,,0,,15,,0,
20211231,S08000024,,Inpatient/Day case,Z9,d,21257,,20934,,323,,59,,59,,0,,0,,231,,32,,166,,30,,2,,1,,0,,0,,0,,0,,0,,0,,0,,33,,0,
20220331,S08000024,,Inpatient/Day case,Z9,d,22956,,22524,,432,,139,,139,,0,,0,,254,,45,,164,,36,,3,,6,,0,,0,,0,,0,,0,,0,,0,,39,,0,
20121231,S08000015,,Inpatient/Day case,Z9,d,3470,,2948,,522,,159,,2,,4,,153,,363,,1,,5,,2,,0,,0,,1,,0,,5,,349,,0,,0,,0,,0,,0,
20130331,S08000015,,Inpatient/Day case,Z9,d,3620,,3111,,509,,172,,12,,4,,156,,337,,10,,22,,9,,2,,0,,0,,0,,4,,290,,0,,0,,0,,0,,0,
20130630,S08000015,,Inpatient/Day case,Z9,d,3710,,3083,,627,,164,,49,,21,,94,,457,,107,,81,,33,,2,,2,,0,,0,,13,,219,,6,,6,,0,,0,,0,
20130930,S08000015,,Inpatient/Day case,Z9,d,3608,,3001,,607,,208,,83,,38,,87,,390,,102,,106,,43,,8,,5,,0,,0,,14,,112,,9,,7,,2,,0,,0,
20131231,S08000015,,Inpatient/Day case,Z9,d,3805,,3144,,661,,226,,137,,20,,69,,424,,75,,190,,50,,5,,7,,0,,0,,6,,91,,11,,9,,2,,0,,0,
20140331,S08000015,,Inpatient/Day case,Z9,d,3346,,2798,,548,,253,,253,,0,,0,,267,,79,,111,,53,,9,,15,,0,,0,,0,,0,,28,,28,,0,,0,,0,
20140630,S08000015,,Inpatient/Day case,Z9,d,3306,,2665,,641,,190,,190,,0,,0,,436,,191,,171,,61,,8,,5,,0,,0,,0,,0,,15,,15,,0,,0,,0,
