"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20200630","S08000020",,"New Outpatient","Z9","d",24871,,25753,,14278,,8172,,44,,2151,,1108,
"20210630","S08000020",,"New Outpatient","Z9","d",46661,,44239,,26064,,12258,,157,,3818,,1942,
"20130930","S08000020",,"New Outpatient","Z9","d",36080,,34838,,28207,,2401,,349,,2032,,1849,
"20140930","S08000020",,"New Outpatient","Z9","d",35341,,33014,,26320,,2562,,317,,2318,,1497,
"20150930","S08000020",,"New Outpatient","Z9","d",39388,,39069,,29315,,2977,,407,,2972,,3398,
"20160930","S08000020",,"New Outpatient","Z9","d",40805,,38372,,28446,,2945,,341,,2625,,4015,
"20170930","S08000020",,"New Outpatient","Z9","d",40226,,37311,,26468,,2586,,294,,3412,,4551,
"20180930","S08000020",,"New Outpatient","Z9","d",43705,,42939,,28193,,8960,,146,,3664,,1976,
"20190930","S08000020",,"New Outpatient","Z9","d",46000,,48979,,32945,,10466,,174,,3478,,1916,
"20200930","S08000020",,"New Outpatient","Z9","d",34941,,31493,,17543,,9801,,99,,2983,,1067,
"20210930","S08000020",,"New Outpatient","Z9","d",45999,,44172,,25694,,12579,,130,,4076,,1693,
"20130331","S08000020",,"New Outpatient","Z9","d",35296,,34887,,28454,,1541,,361,,2507,,2024,
"20140331","S08000020",,"New Outpatient","Z9","d",35945,,35845,,29067,,2461,,337,,2191,,1789,
"20150331","S08000020",,"New Outpatient","Z9","d",38770,,39338,,30075,,2887,,411,,2717,,3248,
"20160331","S08000020",,"New Outpatient","Z9","d",40894,,40096,,30819,,2633,,441,,2830,,3373,
"20170331","S08000020",,"New Outpatient","Z9","d",41040,,40778,,30942,,2674,,379,,2844,,3939,
"20180331","S08000020",,"New Outpatient","Z9","d",40158,,41720,,30582,,2385,,293,,3704,,4756,
"20190331","S08000020",,"New Outpatient","Z9","d",46325,,47286,,31159,,10074,,182,,3803,,2068,
"20200331","S08000020",,"New Outpatient","Z9","d",43063,,46892,,30703,,10965,,198,,3303,,1723,
"20210331","S08000020",,"New Outpatient","Z9","d",39318,,37396,,21882,,11047,,78,,3009,,1380,
"20220331","S08000020",,"New Outpatient","Z9","d",45601,,44194,,26665,,12441,,197,,3337,,1554,
"20121231","S08000020",,"New Outpatient","Z9","d",35082,,35720,,29031,,1544,,279,,2571,,2295,
"20131231","S08000020",,"New Outpatient","Z9","d",36458,,36186,,29558,,2450,,279,,1910,,1989,
"20141231","S08000020",,"New Outpatient","Z9","d",38602,,39151,,30280,,3001,,486,,2716,,2668,
"20151231","S08000020",,"New Outpatient","Z9","d",38977,,43136,,32918,,3390,,372,,3019,,3437,
"20161231","S08000020",,"New Outpatient","Z9","d",40424,,41683,,31193,,3168,,382,,2851,,4089,
"20171231","S08000020",,"New Outpatient","Z9","d",39050,,41825,,30394,,2785,,284,,3749,,4613,
"20181231","S08000020",,"New Outpatient","Z9","d",45277,,46403,,30453,,10147,,170,,3600,,2033,
"20191231","S08000020",,"New Outpatient","Z9","d",46206,,49256,,32737,,11014,,193,,3545,,1767,
"20201231","S08000020",,"New Outpatient","Z9","d",41126,,38316,,21936,,11757,,95,,3185,,1343,
"20211231","S08000020",,"New Outpatient","Z9","d",45796,,45240,,26898,,12863,,181,,3815,,1483,
"20130630","S08000031",,"New Outpatient","Z9","d",116887,,106449,,86679,,7282,,1162,,5209,,6117,
"20140630","S08000031",,"New Outpatient","Z9","d",127409,,122641,,103400,,9477,,620,,5181,,3963,
"20150630","S08000031",,"New Outpatient","Z9","d",124254,,118267,,99650,,8625,,724,,5100,,4168,
"20160630","S08000031",,"New Outpatient","Z9","d",130674,,120906,,101065,,8988,,1021,,5765,,4067,
"20170630","S08000031",,"New Outpatient","Z9","d",117853,,109044,,91618,,7214,,847,,5278,,4087,
"20180630","S08000031",,"New Outpatient","Z9","d",121467,,119582,,100973,,6730,,362,,7441,,4076,
"20190630","S08000031",,"New Outpatient","Z9","d",115747,,111930,,94104,,5775,,443,,7504,,4104,
"20200630","S08000031",,"New Outpatient","Z9","d",43944,,40586,,32536,,1631,,145,,3308,,2966,
"20210630","S08000031",,"New Outpatient","Z9","d",105032,,87222,,70723,,5459,,290,,5270,,5480,
"20130930","S08000031",,"New Outpatient","Z9","d",117133,,112849,,93674,,9132,,691,,4711,,4641,
"20140930","S08000031",,"New Outpatient","Z9","d",121771,,124164,,104185,,9516,,551,,5889,,4023,
"20150930","S08000031",,"New Outpatient","Z9","d",122297,,120706,,101206,,8955,,787,,5720,,4038,
"20160930","S08000031",,"New Outpatient","Z9","d",123621,,120904,,100367,,9058,,957,,6275,,4247,
"20170930","S08000031",,"New Outpatient","Z9","d",114654,,114059,,94364,,8332,,452,,6297,,4614,
"20180930","S08000031",,"New Outpatient","Z9","d",114086,,114317,,95983,,6129,,270,,8058,,3877,
"20190930","S08000031",,"New Outpatient","Z9","d",113600,,114220,,96006,,5820,,381,,8056,,3957,
"20200930","S08000031",,"New Outpatient","Z9","d",76613,,62955,,50464,,2959,,214,,4532,,4786,
"20210930","S08000031",,"New Outpatient","Z9","d",102327,,92765,,74130,,5853,,250,,6987,,5545,
"20130331","S08000031",,"New Outpatient","Z9","d",108773,,107433,,85497,,8474,,1469,,5412,,6581,
"20140331","S08000031",,"New Outpatient","Z9","d",123949,,120793,,102219,,9108,,562,,4845,,4059,
"20150331","S08000031",,"New Outpatient","Z9","d",120913,,120139,,101947,,8618,,561,,5123,,3890,
"20160331","S08000031",,"New Outpatient","Z9","d",123241,,123133,,104132,,8679,,623,,5752,,3947,
"20170331","S08000031",,"New Outpatient","Z9","d",122307,,121004,,102044,,7659,,1044,,6343,,3914,
"20180331","S08000031",,"New Outpatient","Z9","d",114339,,115728,,96858,,7593,,362,,6690,,4225,
"20190331","S08000031",,"New Outpatient","Z9","d",115192,,117009,,99159,,5605,,430,,8028,,3787,
"20200331","S08000031",,"New Outpatient","Z9","d",101331,,104815,,87786,,5473,,291,,7073,,4192,
"20210331","S08000031",,"New Outpatient","Z9","d",87566,,87055,,71427,,5821,,283,,5102,,4422,
"20220331","S08000031",,"New Outpatient","Z9","d",100715,,100656,,83343,,4835,,170,,7204,,5104,
"20121231","S08000031",,"New Outpatient","Z9","d",111866,,114697,,89833,,9958,,1030,,4950,,8926,
"20131231","S08000031",,"New Outpatient","Z9","d",120743,,122661,,102081,,9859,,943,,4979,,4799,
"20141231","S08000031",,"New Outpatient","Z9","d",119826,,122125,,102769,,9664,,568,,5199,,3925,
"20151231","S08000031",,"New Outpatient","Z9","d",121272,,123522,,103790,,9692,,593,,5468,,3979,
"20161231","S08000031",,"New Outpatient","Z9","d",116672,,119670,,1e+05,,8756,,880,,6098,,3936,
"20171231","S08000031",,"New Outpatient","Z9","d",112748,,117868,,98540,,7789,,416,,7218,,3905,
"20181231","S08000031",,"New Outpatient","Z9","d",112113,,117374,,99002,,6199,,328,,8054,,3791,
"20191231","S08000031",,"New Outpatient","Z9","d",110320,,116425,,98405,,6059,,241,,7845,,3875,
"20201231","S08000031",,"New Outpatient","Z9","d",85491,,79958,,63183,,5843,,380,,5357,,5195,
"20211231","S08000031",,"New Outpatient","Z9","d",99914,,97651,,78432,,6435,,237,,7532,,5015,
"20130630","S08000022",,"New Outpatient","Z9","d",19771,,19001,,16670,,1133,,163,,504,,531,
"20140630","S08000022",,"New Outpatient","Z9","d",15997,,14400,,13054,,971,,173,,20,,182,
"20150630","S08000022",,"New Outpatient","Z9","d",18364,,17541,,15581,,1037,,328,,293,,302,
"20160630","S08000022",,"New Outpatient","Z9","d",18665,,17811,,16281,,782,,244,,282,,222,
"20170630","S08000022",,"New Outpatient","Z9","d",18461,,19053,,17084,,1102,,278,,340,,249,
"20180630","S08000022",,"New Outpatient","Z9","d",19493,,19318,,17319,,744,,303,,836,,116,
"20190630","S08000022",,"New Outpatient","Z9","d",19379,,17384,,15550,,692,,35,,925,,182,
"20200630","S08000022",,"New Outpatient","Z9","d",6321,,6931,,5938,,436,,40,,401,,116,
"20210630","S08000022",,"New Outpatient","Z9","d",15481,,13559,,11940,,551,,72,,845,,151,
"20130930","S08000022",,"New Outpatient","Z9","d",18973,,18844,,16570,,1113,,160,,502,,499,
"20140930","S08000022",,"New Outpatient","Z9","d",16007,,14364,,12745,,1183,,200,,18,,218,
"20150930","S08000022",,"New Outpatient","Z9","d",18224,,17894,,16052,,879,,305,,313,,345,
"20160930","S08000022",,"New Outpatient","Z9","d",18108,,16662,,14952,,760,,275,,352,,323,
"20170930","S08000022",,"New Outpatient","Z9","d",17841,,18785,,16574,,984,,126,,883,,218,
"20180930","S08000022",,"New Outpatient","Z9","d",18022,,17564,,15932,,652,,80,,823,,77,
"20190930","S08000022",,"New Outpatient","Z9","d",18700,,18918,,16850,,796,,68,,1031,,173,
"20200930","S08000022",,"New Outpatient","Z9","d",12227,,10030,,8577,,476,,54,,756,,167,
"20210930","S08000022",,"New Outpatient","Z9","d",14569,,12476,,10914,,462,,69,,867,,164,
"20130331","S08000022",,"New Outpatient","Z9","d",18427,,17607,,15514,,1054,,140,,436,,463,
"20140331","S08000022",,"New Outpatient","Z9","d",16278,,17644,,15842,,1002,,138,,347,,315,
"20150331","S08000022",,"New Outpatient","Z9","d",17180,,17028,,14953,,1373,,150,,297,,255,
"20160331","S08000022",,"New Outpatient","Z9","d",17701,,17188,,15370,,759,,238,,299,,522,
"20170331","S08000022",,"New Outpatient","Z9","d",18188,,19252,,17444,,980,,233,,361,,234,
"20180331","S08000022",,"New Outpatient","Z9","d",18257,,18781,,16503,,885,,258,,942,,193,
"20190331","S08000022",,"New Outpatient","Z9","d",18201,,19090,,17184,,810,,49,,895,,152,
"20200331","S08000022",,"New Outpatient","Z9","d",14673,,15811,,14007,,707,,51,,883,,163,
"20210331","S08000022",,"New Outpatient","Z9","d",12368,,11570,,10171,,434,,49,,750,,166,
"20220331","S08000022",,"New Outpatient","Z9","d",14626,,14407,,12673,,468,,76,,1028,,162,
"20121231","S08000022",,"New Outpatient","Z9","d",17634,,17701,,15523,,1137,,203,,438,,400,
"20131231","S08000022",,"New Outpatient","Z9","d",17955,,18243,,15843,,1291,,139,,526,,444,
"20141231","S08000022",,"New Outpatient","Z9","d",16893,,16159,,14258,,1394,,146,,143,,218,
"20151231","S08000022",,"New Outpatient","Z9","d",17134,,17572,,15905,,833,,251,,319,,264,
"20161231","S08000022",,"New Outpatient","Z9","d",17156,,17626,,15952,,809,,295,,307,,263,
"20171231","S08000022",,"New Outpatient","Z9","d",17298,,18530,,16383,,966,,126,,835,,220,
"20181231","S08000022",,"New Outpatient","Z9","d",18324,,18710,,16929,,803,,51,,810,,117,
"20191231","S08000022",,"New Outpatient","Z9","d",16753,,18363,,16339,,743,,98,,1018,,165,
"20201231","S08000022",,"New Outpatient","Z9","d",12985,,11913,,10347,,476,,163,,779,,148,
"20211231","S08000022",,"New Outpatient","Z9","d",14153,,14085,,12306,,582,,64,,957,,176,
"20130630","S08000032",,"New Outpatient","Z9","d",39710,,37389,,32692,,2377,,43,,1411,,866,
"20140630","S08000032",,"New Outpatient","Z9","d",40475,,39646,,34327,,2807,,120,,1435,,957,
"20150630","S08000032",,"New Outpatient","Z9","d",39666,,37563,,32357,,2707,,90,,1338,,1071,
"20160630","S08000032",,"New Outpatient","Z9","d",41213,,37893,,32794,,2597,,108,,1428,,966,
"20170630","S08000032",,"New Outpatient","Z9","d",38646,,34887,,29906,,2329,,103,,1348,,1201,
"20180630","S08000032",,"New Outpatient","Z9","d",40842,,38183,,33012,,2415,,55,,1323,,1378,
"20190630","S08000032",,"New Outpatient","Z9","d",43135,,41888,,36144,,2199,,51,,1554,,1940,
"20200630","S08000032",,"New Outpatient","Z9","d",12584,,10670,,7876,,810,,36,,1208,,740,
"20210630","S08000032",,"New Outpatient","Z9","d",36711,,30636,,24885,,1770,,636,,1859,,1486,
"20130930","S08000032",,"New Outpatient","Z9","d",38377,,38218,,33012,,2727,,66,,1593,,820,
"20140930","S08000032",,"New Outpatient","Z9","d",39588,,39555,,33899,,3076,,100,,1450,,1030,
"20150930","S08000032",,"New Outpatient","Z9","d",39081,,38384,,32889,,2863,,93,,1526,,1013,
"20160930","S08000032",,"New Outpatient","Z9","d",38280,,36352,,31217,,2319,,97,,1544,,1175,
"20170930","S08000032",,"New Outpatient","Z9","d",36948,,37187,,31795,,2408,,75,,1597,,1312,
"20180930","S08000032",,"New Outpatient","Z9","d",37944,,38958,,33760,,2393,,86,,1653,,1066,
"20190930","S08000032",,"New Outpatient","Z9","d",40372,,41607,,36131,,2636,,75,,1736,,1029,
"20200930","S08000032",,"New Outpatient","Z9","d",24762,,17749,,13097,,644,,227,,2639,,1142,
"20210930","S08000032",,"New Outpatient","Z9","d",35070,,33367,,26966,,2323,,719,,1763,,1596,
"20130331","S08000032",,"New Outpatient","Z9","d",36479,,36397,,31578,,2401,,88,,1521,,809,
"20140331","S08000032",,"New Outpatient","Z9","d",40071,,38676,,33853,,2485,,79,,1439,,820,
"20150331","S08000032",,"New Outpatient","Z9","d",39120,,38980,,33521,,2843,,71,,1508,,1037,
"20160331","S08000032",,"New Outpatient","Z9","d",39283,,41051,,35621,,2859,,77,,1549,,945,
"20170331","S08000032",,"New Outpatient","Z9","d",39130,,41691,,35732,,2776,,88,,1900,,1195,
"20180331","S08000032",,"New Outpatient","Z9","d",38309,,39475,,33621,,2712,,67,,1668,,1407,
"20190331","S08000032",,"New Outpatient","Z9","d",39946,,41687,,36274,,2373,,55,,1718,,1267,
"20200331","S08000032",,"New Outpatient","Z9","d",33698,,33703,,29057,,1939,,67,,1448,,1192,
"20210331","S08000032",,"New Outpatient","Z9","d",30348,,29075,,24200,,1531,,392,,1547,,1405,
"20220331","S08000032",,"New Outpatient","Z9","d",35599,,33231,,26903,,2068,,482,,2228,,1550,
"20121231","S08000032",,"New Outpatient","Z9","d",36651,,38734,,33486,,2842,,73,,1463,,870,
"20131231","S08000032",,"New Outpatient","Z9","d",37557,,38481,,33329,,2798,,73,,1465,,816,
"20141231","S08000032",,"New Outpatient","Z9","d",39075,,39695,,34119,,3147,,72,,1391,,966,
"20151231","S08000032",,"New Outpatient","Z9","d",38885,,40476,,34776,,2927,,165,,1512,,1096,
"20161231","S08000032",,"New Outpatient","Z9","d",37340,,36092,,30921,,2308,,87,,1560,,1216,
"20171231","S08000032",,"New Outpatient","Z9","d",37443,,42066,,35730,,3193,,71,,1727,,1345,
"20181231","S08000032",,"New Outpatient","Z9","d",37290,,39858,,34752,,2389,,69,,1628,,1020,
"20191231","S08000032",,"New Outpatient","Z9","d",36651,,39820,,34764,,2389,,74,,1579,,1014,
"20201231","S08000032",,"New Outpatient","Z9","d",28744,,29312,,23621,,1829,,660,,1704,,1498,
"20211231","S08000032",,"New Outpatient","Z9","d",34383,,35042,,28719,,2463,,498,,1593,,1769,
"20130630","S08000024",,"New Outpatient","Z9","d",78908,,76904,,61227,,10297,,680,,2515,,2185,
"20140630","S08000024",,"New Outpatient","Z9","d",80107,,78572,,62816,,11009,,670,,2646,,1431,
"20150630","S08000024",,"New Outpatient","Z9","d",81835,,75931,,59878,,11254,,793,,2655,,1351,
"20160630","S08000024",,"New Outpatient","Z9","d",85649,,80098,,61337,,12246,,1271,,3090,,2154,
"20170630","S08000024",,"New Outpatient","Z9","d",84336,,78771,,59116,,10582,,2359,,3333,,3381,
"20180630","S08000024",,"New Outpatient","Z9","d",88646,,84011,,61275,,10669,,3604,,3834,,4629,
"20190630","S08000024",,"New Outpatient","Z9","d",86950,,87841,,63575,,9029,,4074,,4375,,6788,
"20200630","S08000024",,"New Outpatient","Z9","d",35632,,37399,,27140,,2575,,574,,1717,,5393,
"20210630","S08000024",,"New Outpatient","Z9","d",76101,,69686,,51497,,5350,,697,,3269,,8873,
"20130930","S08000024",,"New Outpatient","Z9","d",76709,,76295,,61047,,10303,,655,,2467,,1823,
"20140930","S08000024",,"New Outpatient","Z9","d",78524,,78764,,62746,,11287,,672,,2727,,1332,
"20150930","S08000024",,"New Outpatient","Z9","d",80614,,79211,,61429,,12444,,795,,3058,,1485,
"20160930","S08000024",,"New Outpatient","Z9","d",80535,,75667,,58074,,11387,,1111,,3088,,2007,
"20170930","S08000024",,"New Outpatient","Z9","d",81103,,77012,,56649,,9437,,2910,,3875,,4141,
"20180930","S08000024",,"New Outpatient","Z9","d",82225,,81403,,59708,,10236,,3677,,3847,,3935,
"20190930","S08000024",,"New Outpatient","Z9","d",88085,,87223,,62817,,8717,,4174,,4078,,7437,
"20200930","S08000024",,"New Outpatient","Z9","d",59176,,51828,,37543,,3604,,1073,,2537,,7071,
"20210930","S08000024",,"New Outpatient","Z9","d",73206,,70888,,52689,,6338,,574,,3610,,7677,
"20130331","S08000024",,"New Outpatient","Z9","d",73689,,72791,,58057,,9464,,777,,2455,,2038,
"20140331","S08000024",,"New Outpatient","Z9","d",77703,,77795,,62952,,9890,,664,,2811,,1478,
"20150331","S08000024",,"New Outpatient","Z9","d",78105,,76712,,60771,,11096,,939,,2682,,1224,
"20160331","S08000024",,"New Outpatient","Z9","d",80751,,79711,,61968,,12153,,1002,,2924,,1664,
"20170331","S08000024",,"New Outpatient","Z9","d",82234,,83912,,64526,,11538,,1309,,3841,,2698,
"20180331","S08000024",,"New Outpatient","Z9","d",82528,,82153,,60330,,10888,,2994,,3946,,3995,
"20190331","S08000024",,"New Outpatient","Z9","d",85286,,85302,,63159,,8806,,3684,,3905,,5748,
"20200331","S08000024",,"New Outpatient","Z9","d",69273,,76287,,55363,,7577,,1409,,3947,,7991,
"20210331","S08000024",,"New Outpatient","Z9","d",64514,,62587,,46008,,4946,,630,,2782,,8221,
"20220331","S08000024",,"New Outpatient","Z9","d",72755,,73449,,55281,,7378,,656,,3384,,6750,
"20121231","S08000024",,"New Outpatient","Z9","d",73588,,74676,,59464,,8448,,1015,,3177,,2572,
"20131231","S08000024",,"New Outpatient","Z9","d",76447,,77306,,61645,,10599,,641,,2744,,1677,
"20141231","S08000024",,"New Outpatient","Z9","d",78663,,79485,,62998,,11847,,778,,2640,,1222,
"20151231","S08000024",,"New Outpatient","Z9","d",80465,,83342,,64974,,12752,,951,,2962,,1703,
"20161231","S08000024",,"New Outpatient","Z9","d",77692,,78875,,60074,,11895,,1023,,3533,,2350,
"20171231","S08000024",,"New Outpatient","Z9","d",80823,,83357,,61440,,10371,,3337,,4198,,4011,
"20181231","S08000024",,"New Outpatient","Z9","d",82031,,82992,,60803,,10297,,3891,,3717,,4284,
"20191231","S08000024",,"New Outpatient","Z9","d",74159,,80995,,58864,,8698,,2200,,3321,,7912,
"20201231","S08000024",,"New Outpatient","Z9","d",64497,,60695,,44571,,4797,,876,,2685,,7766,
"20211231","S08000024",,"New Outpatient","Z9","d",70233,,74915,,55514,,8028,,480,,3390,,7503,
"20130630","S08000025",,"New Outpatient","Z9","d",1136,,1049,,906,,47,,9,,84,,3,
"20140630","S08000025",,"New Outpatient","Z9","d",1187,,1093,,979,,38,,8,,66,,2,
"20150630","S08000025",,"New Outpatient","Z9","d",1193,,1130,,987,,34,,6,,71,,32,
"20160630","S08000025",,"New Outpatient","Z9","d",1150,,1177,,1043,,25,,13,,26,,70,
"20170630","S08000025",,"New Outpatient","Z9","d",1123,,956,,864,,13,,2,,30,,47,
"20180630","S08000025",,"New Outpatient","Z9","d",1189,,1112,,983,,24,,2,,39,,64,
"20190630","S08000025",,"New Outpatient","Z9","d",1312,,1119,,902,,108,,1,,38,,70,
"20200630","S08000025",,"New Outpatient","Z9","d",578,,527,,359,,132,,1,,20,,15,
"20210630","S08000025",,"New Outpatient","Z9","d",1435,,1390,,1121,,151,,5,,61,,52,
"20130930","S08000025",,"New Outpatient","Z9","d",1182,,1147,,997,,50,,26,,73,,1,
"20140930","S08000025",,"New Outpatient","Z9","d",1091,,1163,,1017,,54,,19,,73,,0,
"20150930","S08000025",,"New Outpatient","Z9","d",1119,,1049,,926,,26,,8,,16,,73,
"20160930","S08000025",,"New Outpatient","Z9","d",1124,,1184,,1060,,29,,4,,24,,67,
"20170930","S08000025",,"New Outpatient","Z9","d",1076,,928,,817,,16,,1,,39,,55,
"20180930","S08000025",,"New Outpatient","Z9","d",1114,,1200,,979,,133,,5,,46,,37,
"20190930","S08000025",,"New Outpatient","Z9","d",1354,,1509,,1256,,134,,2,,49,,68,
"20200930","S08000025",,"New Outpatient","Z9","d",1005,,799,,560,,139,,1,,75,,24,
"20210930","S08000025",,"New Outpatient","Z9","d",1403,,1296,,1047,,153,,4,,47,,45,
"20130331","S08000025",,"New Outpatient","Z9","d",999,,1056,,946,,39,,11,,58,,2,
"20140331","S08000025",,"New Outpatient","Z9","d",1123,,1205,,1083,,54,,11,,56,,1,
"20150331","S08000025",,"New Outpatient","Z9","d",1077,,1136,,1007,,52,,13,,59,,5,
"20160331","S08000025",,"New Outpatient","Z9","d",1122,,1115,,1009,,22,,4,,13,,67,
"20170331","S08000025",,"New Outpatient","Z9","d",1117,,1159,,1032,,25,,2,,32,,68,
"20180331","S08000025",,"New Outpatient","Z9","d",1140,,1148,,1021,,23,,0,,42,,62,
"20190331","S08000025",,"New Outpatient","Z9","d",1397,,1314,,1127,,114,,2,,34,,37,
"20200331","S08000025",,"New Outpatient","Z9","d",1160,,1293,,1078,,116,,1,,55,,43,
"20210331","S08000025",,"New Outpatient","Z9","d",1132,,1274,,1048,,123,,1,,68,,34,
"20220331","S08000025",,"New Outpatient","Z9","d",1333,,1484,,1231,,149,,5,,59,,40,
"20121231","S08000025",,"New Outpatient","Z9","d",1100,,1051,,935,,39,,21,,54,,2,
"20131231","S08000025",,"New Outpatient","Z9","d",1121,,1069,,940,,50,,15,,63,,1,
"20141231","S08000025",,"New Outpatient","Z9","d",1112,,1058,,935,,54,,13,,55,,1,
"20151231","S08000025",,"New Outpatient","Z9","d",1102,,991,,874,,17,,4,,22,,74,
"20161231","S08000025",,"New Outpatient","Z9","d",1096,,1005,,891,,24,,6,,24,,60,
"20171231","S08000025",,"New Outpatient","Z9","d",1057,,1236,,1102,,22,,4,,42,,66,
"20181231","S08000025",,"New Outpatient","Z9","d",1161,,1173,,993,,118,,0,,31,,31,
"20191231","S08000025",,"New Outpatient","Z9","d",1342,,1503,,1276,,149,,0,,41,,37,
