FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2011/12,"",S08000020,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,e,,z,0,e,0,e,0,e
2011/12,"",S08000020,"",D3,"",Oral Surgery,"",Dental Grouping,"",9,e,52.8,e,3210,e,4.633879781420765,e,1696,e
2011/12,"",S08000020,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,e,,z,0,e,0,e,0,e
2011/12,"",S08000020,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",7,e,21.9,e,2543,e,1.5245901639344261,e,558,e
2011/12,"",S08000020,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",321,e,78.7,e,117420,e,252.35245901639345,e,92361,e
2011/12,"",S08000020,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",30,e,68.7,e,11156,e,20.937158469945356,e,7663,e
2011/12,"",S08000020,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",99,e,68.2,e,36186,e,67.46994535519126,e,24694,e
2011/12,"",S08000020,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",184,e,82.4,e,67380,e,151.7377049180328,e,55536,e
2011/12,"",S08000020,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",1,e,100,e,219,e,0.5983606557377049,e,219,e
2011/12,"",S08000020,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",43,e,80.5,e,15643,e,34.39617486338798,e,12589,e
2011/12,"",S08000020,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",170,e,79.7,e,62215,e,135.46174863387978,e,49579,e
2011/12,"",S08000020,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",22,e,87.7,e,8077,e,19.35792349726776,e,7085,e
2011/12,"",S08000020,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",50,e,90,e,18454,e,45.38251366120219,e,16610,e
2011/12,"",S08000020,"",H2,"",Clinical Oncology,"",Medical Grouping,"",13,e,94.7,e,4771,e,12.341530054644808,e,4517,e
2011/12,"",S08000020,"",J4,"",Haematology,"",Medical Grouping,"",22,e,93.3,e,8184,e,20.866120218579233,e,7637,e
2011/12,"",S08000020,"",XSU,"",Unspecified,"",Other Grouping,"",18,e,0,e,6619,e,0,e,0,e
2011/12,"",S08000020,"",,z,All Acute Specialties,d,All Acute Specialties,d,1278,e,82,e,467904,e,1048.3469945355191,e,383695,e
2011/12,"",S08000020,"",,z,All Specialties,d,All Specialties,d,2335,e,78.9,e,854663,e,1842.464480874317,e,674342,e
2011/12,"",S08000020,"",,z,Community Grouping,d,Community Grouping,"",321,e,78.7,e,117420,e,252.35245901639345,e,92361,e
2011/12,"",S08000020,"",,z,Dental Grouping,d,Dental Grouping,"",9,e,52.8,e,3210,e,4.633879781420765,e,1696,e
2011/12,"",S08000020,"",,z,Emergency Grouping,d,Emergency Grouping,"",16,e,45.9,e,5678,e,7.120218579234972,e,2606,e
2011/12,"",S08000020,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",22,e,87.7,e,8077,e,19.35792349726776,e,7085,e
2011/12,"",S08000020,"",,z,Medical Grouping,d,Medical Grouping,"",793,e,85.8,e,290350,e,680.6857923497267,e,249131,e
2011/12,"",S08000020,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",397,e,81.1,e,145457,e,322.19398907103823,e,117923,e
2011/12,"",S08000020,"",,z,Other Grouping,d,Other Grouping,"",69,e,66.2,e,25073,e,45.38251366120219,e,16610,e
2011/12,"",S08000020,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",87,e,60.9,e,31959,e,53.1448087431694,e,19451,e
2011/12,"",S08000020,"",,z,Surgery Grouping,d,Surgery Grouping,"",485,e,75.8,e,177554,e,367.6612021857924,e,134564,e
2011/12,"",S08000020,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",136,e,66,e,49885,e,89.93169398907104,e,32915,e
2011/12,"",S08000022,"",A1,"",General Medicine,"",Medical Grouping,"",203,"",74.9,"",74222,"",151.95081967213116,"",55614,""
2011/12,"",S08000022,"",A2,"",Cardiology,"",Medical Grouping,"",0,"",100,"",43,"",0.11748633879781421,"",43,""
2011/12,"",S08000022,"",A7,"",Dermatology,"",Medical Grouping,"",1,"",16.1,"",434,"",0.1912568306010929,"",70,""
2011/12,"",S08000022,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",62,"",88.5,"",22637,"",54.71584699453552,"",20026,""
2011/12,"",S08000022,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2011/12,"",S08000022,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",36,"",58.1,"",13303,"",21.133879781420767,"",7735,""
2011/12,"",S08000022,"",AG,"",Renal Medicine,"",Medical Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000022,"",AH,"",Neurology,"",Medical Grouping,"",0,"",100,"",55,"",0.15027322404371585,"",55,""
2011/12,"",S08000022,"",AM,"",Palliative Medicine,"",Medical Grouping,"",2,"",85.5,"",851,"",1.989071038251366,"",728,""
2011/12,"",S08000022,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",38,"",80.1,"",14023,"",30.707650273224044,"",11239,""
2011/12,"",S08000022,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",30,"",92.1,"",11040,"",27.778688524590162,"",10167,""
2011/12,"",S08000022,"",AR,"",Rheumatology,"",Medical Grouping,"",10,"",79.9,"",3525,"",7.699453551912568,"",2818,""
2011/12,"",S08000022,"",C1,"",General Surgery,"",Surgery Grouping,"",146,"",67.3,"",53515,"",98.43989071038251,"",36029,""
2011/12,"",S08000022,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",2,"",96.6,"",791,"",2.087431693989071,"",764,""
2011/12,"",S08000022,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000022,"",C3,"",Anaesthetics,"",Surgery Grouping,"",2,"",2.3,"",703,"",0.04371584699453552,"",16,""
2011/12,"",S08000022,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",8,"",80.8,"",3038,"",6.7076502732240435,"",2455,""
2011/12,"",S08000022,"",C7,"",Ophthalmology,"",Surgery Grouping,"",4,"",47.5,"",1404,"",1.8224043715846994,"",667,""
2011/12,"",S08000022,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",61,"",77.7,"",22408,"",47.56284153005465,"",17408,""
2011/12,"",S08000022,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000022,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",6,"",0.01639344262295082,"",6,""
2011/12,"",S08000022,"",CB,"",Urology,"",Surgery Grouping,"",12,"",63.1,"",4358,"",7.5109289617486334,"",2749,""
2011/12,"",S08000022,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2011/12,"",S08000022,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2011/12,"",S08000022,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",7,"",3.5,"",2607,"",0.2459016393442623,"",90,""
2011/12,"",S08000022,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",247,"",76.9,"",90465,"",190.13387978142077,"",69589,""
2011/12,"",S08000022,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",17,"",41.1,"",6217,"",6.98087431693989,"",2555,""
2011/12,"",S08000022,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",44,"",52.2,"",16117,"",23.005464480874316,"",8420,""
2011/12,"",S08000022,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",144,"",80.3,"",52795,"",115.8743169398907,"",42410,""
2011/12,"",S08000022,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",81,"",73.2,"",29621,"",59.204918032786885,"",21669,""
2011/12,"",S08000022,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",7,"",98.1,"",2408,"",6.453551912568306,"",2362,""
2011/12,"",S08000022,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",32,"",65.8,"",11837,"",21.295081967213115,"",7794,""
2011/12,"",S08000022,"",H2,"",Clinical Oncology,"",Medical Grouping,"",11,"",80.7,"",3951,"",8.710382513661202,"",3188,""
2011/12,"",S08000022,"",J4,"",Haematology,"",Medical Grouping,"",6,"",94,"",2150,"",5.524590163934426,"",2022,""
2011/12,"",S08000022,"",T2,"",Midwifery,"",Women and Newborn Grouping,"",3,"",4.1,"",1098,"",0.12295081967213115,"",45,""
2011/12,"",S08000022,"",XSU,"",Unspecified,"",Other Grouping,"",12,"",0,"",4335,"",0,"",0,""
2011/12,"",S08000022,"",,z,All Acute Specialties,d,All Acute Specialties,d,599,"",75.8,"",219155,"",453.7295081967213,"",166065,""
2011/12,"",S08000022,"",,z,All Specialties,d,All Specialties,d,1229,"",73.1,"",449966,"",898.2021857923497,"",328742,""
2011/12,"",S08000022,"",,z,Community Grouping,d,Community Grouping,"",247,"",76.9,"",90465,"",190.13387978142077,"",69589,""
2011/12,"",S08000022,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2011/12,"",S08000022,"",,z,Emergency Grouping,d,Emergency Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000022,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",7,"",98.1,"",2408,"",6.453551912568306,"",2362,""
2011/12,"",S08000022,"",,z,Medical Grouping,d,Medical Grouping,"",363,"",79.7,"",132935,"",289.5464480874317,"",105974,""
2011/12,"",S08000022,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",225,"",77.8,"",82416,"",175.0792349726776,"",64079,""
2011/12,"",S08000022,"",,z,Other Grouping,d,Other Grouping,"",44,"",48.2,"",16172,"",21.295081967213115,"",7794,""
2011/12,"",S08000022,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",36,"",58.2,"",13309,"",21.150273224043715,"",7741,""
2011/12,"",S08000022,"",,z,Surgery Grouping,d,Surgery Grouping,"",236,"",69.7,"",86220,"",164.1830601092896,"",60091,""
2011/12,"",S08000022,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",71,"",42.7,"",26039,"",30.3551912568306,"",11110,""
2011/12,"",S08000024,"",A1,"",General Medicine,"",Medical Grouping,"",396,"",91.5,"",144807,"",362.155737704918,"",132549,""
2011/12,"",S08000024,"",A2,"",Cardiology,"",Medical Grouping,"",62,"",87.8,"",22740,"",54.557377049180324,"",19968,""
2011/12,"",S08000024,"",A6,"",Infectious Diseases,"",Medical Grouping,"",31,"",94.7,"",11341,"",29.330601092896174,"",10735,""
2011/12,"",S08000024,"",A7,"",Dermatology,"",Medical Grouping,"",7,"",98.3,"",2583,"",6.939890710382514,"",2540,""
2011/12,"",S08000024,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",1,"",100,"",313,"",0.855191256830601,"",313,""
2011/12,"",S08000024,"",A9,"",Gastroenterology,"",Medical Grouping,"",54,"",93.9,"",19912,"",51.08469945355191,"",18697,""
2011/12,"",S08000024,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",511,"",95.4,"",186894,"",487.3360655737705,"",178365,""
2011/12,"",S08000024,"",AD,"",Medical Oncology,"",Medical Grouping,"",23,"",86.1,"",8593,"",20.218579234972676,"",7400,""
2011/12,"",S08000024,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",97,"",65.7,"",35605,"",63.88251366120219,"",23381,""
2011/12,"",S08000024,"",AG,"",Renal Medicine,"",Medical Grouping,"",25,"",86.5,"",9182,"",21.704918032786885,"",7944,""
2011/12,"",S08000024,"",AH,"",Neurology,"",Medical Grouping,"",23,"",70.4,"",8565,"",16.472677595628415,"",6029,""
2011/12,"",S08000024,"",AM,"",Palliative Medicine,"",Medical Grouping,"",30,"",76.8,"",10980,"",23.049180327868854,"",8436,""
2011/12,"",S08000024,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",200,"",92.3,"",73244,"",184.68579234972677,"",67595,""
2011/12,"",S08000024,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",92,"",93.3,"",33782,"",86.08196721311475,"",31506,""
2011/12,"",S08000024,"",AR,"",Rheumatology,"",Medical Grouping,"",8,"",87.2,"",2777,"",6.617486338797814,"",2422,""
2011/12,"",S08000024,"",C1,"",General Surgery,"",Surgery Grouping,"",254,"",83.5,"",93006,"",212.29508196721312,"",77700,""
2011/12,"",S08000024,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",6,"",98.4,"",2231,"",5.997267759562842,"",2195,""
2011/12,"",S08000024,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",7,"",58.5,"",2715,"",4.33879781420765,"",1588,""
2011/12,"",S08000024,"",C3,"",Anaesthetics,"",Surgery Grouping,"",56,"",77,"",20556,"",43.24863387978142,"",15829,""
2011/12,"",S08000024,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",51,"",85.5,"",18826,"",43.994535519125684,"",16102,""
2011/12,"",S08000024,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",18,"",74.3,"",6616,"",13.431693989071038,"",4916,""
2011/12,"",S08000024,"",C6,"",Neurosurgery,"",Surgery Grouping,"",44,"",89.1,"",15934,"",38.775956284153004,"",14192,""
2011/12,"",S08000024,"",C7,"",Ophthalmology,"",Surgery Grouping,"",11,"",47.7,"",3921,"",5.112021857923497,"",1871,""
2011/12,"",S08000024,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",145,"",90.7,"",52998,"",131.37978142076503,"",48085,""
2011/12,"",S08000024,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",38,"",63.8,"",14090,"",24.549180327868854,"",8985,""
2011/12,"",S08000024,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",13,"",64.4,"",4916,"",8.6448087431694,"",3164,""
2011/12,"",S08000024,"",CB,"",Urology,"",Surgery Grouping,"",43,"",86.1,"",15706,"",36.95355191256831,"",13525,""
2011/12,"",S08000024,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000024,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",100,"",12,"",0.03278688524590164,"",12,""
2011/12,"",S08000024,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",33,"",73.5,"",12001,"",24.103825136612024,"",8822,""
2011/12,"",S08000024,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",29,"",76.6,"",10769,"",22.549180327868854,"",8253,""
2011/12,"",S08000024,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",121,"",69,"",44180,"",83.31420765027322,"",30493,""
2011/12,"",S08000024,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",264,"",85.5,"",96634,"",225.7568306010929,"",82627,""
2011/12,"",S08000024,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",12,"",73.1,"",4392,"",8.770491803278688,"",3210,""
2011/12,"",S08000024,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",45,"",87.4,"",16470,"",39.34426229508197,"",14400,""
2011/12,"",S08000024,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",401,"",82.4,"",146647,"",329.9781420765027,"",120772,""
2011/12,"",S08000024,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",81,"",93.5,"",29698,"",75.84972677595628,"",27761,""
2011/12,"",S08000024,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",325,"",85.3,"",119027,"",277.38524590163934,"",101523,""
2011/12,"",S08000024,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000024,"",H2,"",Clinical Oncology,"",Medical Grouping,"",38,"",84.6,"",13864,"",32.03825136612022,"",11726,""
2011/12,"",S08000024,"",J4,"",Haematology,"",Medical Grouping,"",35,"",89.7,"",12899,"",31.60655737704918,"",11568,""
2011/12,"",S08000024,"",T2,"",Midwifery,"",Women and Newborn Grouping,"",2,"",60.8,"",561,"",0.9316939890710383,"",341,""
2011/12,"",S08000024,"",XSU,"",Unspecified,"",Other Grouping,"",21,"",0,"",7790,"",0,"",0,""
2011/12,"",S08000024,"",,z,All Acute Specialties,d,All Acute Specialties,d,2203,"",89.4,"",806363,"",1970.48087431694,"",721196,""
2011/12,"",S08000024,"",,z,All Specialties,d,All Specialties,d,3655,"",85.8,"",1337783,"",3135.3715846994537,"",1147546,""
2011/12,"",S08000024,"",,z,Community Grouping,d,Community Grouping,"",33,"",73.5,"",12001,"",24.103825136612024,"",8822,""
2011/12,"",S08000024,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000024,"",,z,Emergency Grouping,d,Emergency Grouping,"",7,"",58.5,"",2715,"",4.33879781420765,"",1588,""
2011/12,"",S08000024,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",81,"",93.5,"",29698,"",75.84972677595628,"",27761,""
2011/12,"",S08000024,"",,z,Medical Grouping,d,Medical Grouping,"",1537,"",92.1,"",562479,"",1414.7431693989072,"",517796,""
2011/12,"",S08000024,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",722,"",83.7,"",264143,"",603.8497267759562,"",221009,""
2011/12,"",S08000024,"",,z,Other Grouping,d,Other Grouping,"",346,"",80.1,"",126817,"",277.38524590163934,"",101523,""
2011/12,"",S08000024,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",111,"",65.5,"",40533,"",72.56010928961749,"",26557,""
2011/12,"",S08000024,"",,z,Surgery Grouping,d,Surgery Grouping,"",666,"",83.4,"",243884,"",555.7377049180328,"",203400,""
2011/12,"",S08000024,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",152,"",70.4,"",55510,"",106.79508196721312,"",39087,""
2011/12,"",S08000025,"",A1,"",General Medicine,"",Medical Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2011/12,"",S08000025,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",100,"",75,"",0.20491803278688525,"",75,""
2011/12,"",S08000025,"",AG,"",Renal Medicine,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000025,"",C1,"",General Surgery,"",Surgery Grouping,"",10,"",98.3,"",3766,"",10.112021857923498,"",3701,""
2011/12,"",S08000025,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000025,"",C3,"",Anaesthetics,"",Surgery Grouping,"",0,"",100,"",47,"",0.1284153005464481,"",47,""
2011/12,"",S08000025,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",0,"",100,"",7,"",0.01912568306010929,"",7,""
2011/12,"",S08000025,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2011/12,"",S08000025,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",0,"",100,"",11,"",0.030054644808743168,"",11,""
2011/12,"",S08000025,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000025,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",17,"",0.04644808743169399,"",17,""
2011/12,"",S08000025,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",6,"",43.5,"",2191,"",2.601092896174863,"",952,""
2011/12,"",S08000025,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",34,"",87,"",12427,"",29.543715846994534,"",10813,""
2011/12,"",S08000025,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",2,"",2.6,"",846,"",0.060109289617486336,"",22,""
2011/12,"",S08000025,"",J4,"",Haematology,"",Medical Grouping,"",0,"",100,"",6,"",0.01639344262295082,"",6,""
2011/12,"",S08000025,"",,z,All Acute Specialties,d,All Acute Specialties,d,11,"",98.3,"",3917,"",10.524590163934427,"",3852,""
2011/12,"",S08000025,"",,z,All Specialties,d,All Specialties,d,53,"",80.7,"",19398,"",42.775956284153004,"",15656,""
2011/12,"",S08000025,"",,z,Community Grouping,d,Community Grouping,"",34,"",87,"",12427,"",29.543715846994534,"",10813,""
2011/12,"",S08000025,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",17,"",0.04644808743169399,"",17,""
2011/12,"",S08000025,"",,z,Medical Grouping,d,Medical Grouping,"",0,"",100,"",84,"",0.22950819672131148,"",84,""
2011/12,"",S08000025,"",,z,Other Grouping,d,Other Grouping,"",2,"",2.6,"",846,"",0.060109289617486336,"",22,""
2011/12,"",S08000025,"",,z,Surgery Grouping,d,Surgery Grouping,"",10,"",98.3,"",3833,"",10.295081967213115,"",3768,""
2011/12,"",S08000025,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",6,"",43.5,"",2191,"",2.601092896174863,"",952,""
2011/12,"",S08000026,"",A1,"",General Medicine,"",Medical Grouping,"",30,"",72.5,"",11090,"",21.956284153005466,"",8036,""
2011/12,"",S08000026,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",0,"",100,"",7,"",0.01912568306010929,"",7,""
2011/12,"",S08000026,"",C1,"",General Surgery,"",Surgery Grouping,"",26,"",49.1,"",9497,"",12.740437158469945,"",4663,""
2011/12,"",S08000026,"",C3,"",Anaesthetics,"",Surgery Grouping,"",0,"",100,"",6,"",0.01639344262295082,"",6,""
2011/12,"",S08000026,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",0,"",100,"",23,"",0.06284153005464481,"",23,""
2011/12,"",S08000026,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",100,"",6,"",0.01639344262295082,"",6,""
2011/12,"",S08000026,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",0,"",100,"",14,"",0.03825136612021858,"",14,""
2011/12,"",S08000026,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2011/12,"",S08000026,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",10,"",0.0273224043715847,"",10,""
2011/12,"",S08000026,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",1,"",100,"",234,"",0.639344262295082,"",234,""
2011/12,"",S08000026,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",0,"",100,"",14,"",0.03825136612021858,"",14,""
2011/12,"",S08000026,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",3,"",21.3,"",1240,"",0.7213114754098361,"",264,""
2011/12,"",S08000026,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",16,"",22.1,"",5707,"",3.442622950819672,"",1260,""
2011/12,"",S08000026,"",,z,All Acute Specialties,d,All Acute Specialties,d,56,"",61.8,"",20636,"",34.830601092896174,"",12748,""
2011/12,"",S08000026,"",,z,All Specialties,d,All Specialties,d,76,"",52.2,"",27848,"",39.71857923497268,"",14537,""
2011/12,"",S08000026,"",,z,Community Grouping,d,Community Grouping,"",0,"",100,"",14,"",0.03825136612021858,"",14,""
2011/12,"",S08000026,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",10,"",0.0273224043715847,"",10,""
